Dominican Republic,DO-01,Distrito Nacional (Santo Domingo),District,DO
Dominican Republic,DO-02,Azua,Province,DO
Dominican Republic,DO-03,Baoruco,Province,DO
Dominican Republic,DO-04,Barahona,Province,DO
Dominican Republic,DO-05,Dajabón,Province,DO
Dominican Republic,DO-06,Duarte,Province,DO
Dominican Republic,DO-07,Elías Piña,Province,DO
Dominican Republic,DO-08,El Seibo,Province,DO
Dominican Republic,DO-09,Espaillat,Province,DO
Dominican Republic,DO-10,Independencia,Province,DO
Dominican Republic,DO-11,La Altagracia,Province,DO
Dominican Republic,DO-12,La Romana,Province,DO
Dominican Republic,DO-13,La Vega,Province,DO
Dominican Republic,DO-14,María Trinidad Sánchez,Province,DO
Dominican Republic,DO-15,Monte Cristi,Province,DO
Dominican Republic,DO-16,Pedernales,Province,DO
Dominican Republic,DO-17,Peravia,Province,DO
Dominican Republic,DO-18,Puerto Plata,Province,DO
Dominican Republic,DO-19,Hermanas Mirabal,Province,DO
Dominican Republic,DO-20,Samaná,Province,DO
Dominican Republic,DO-21,San Cristóbal,Province,DO
Dominican Republic,DO-22,San Juan,Province,DO
Dominican Republic,DO-23,San Pedro de Macorís,Province,DO
Dominican Republic,DO-24,Sánchez Ramírez,Province,DO
Dominican Republic,DO-25,Santiago,Province,DO
Dominican Republic,DO-26,Santiago Rodríguez,Province,DO
Dominican Republic,DO-27,Valverde,Province,DO
Dominican Republic,DO-28,Monseñor Nouel,Province,DO
Dominican Republic,DO-29,Monte Plata,Province,DO
Dominican Republic,DO-30,Hato Mayor,Province,DO
Dominican Republic,DO-31,San José de Ocoa,Province,DO
Dominican Republic,DO-32,Santo Domingo,Province,DO
Dominican Republic,DO-33,Cibao Nordeste,Region,DO
Dominican Republic,DO-34,Cibao Noroeste,Region,DO
Dominican Republic,DO-35,Cibao Norte,Region,DO
Dominican Republic,DO-36,Cibao Sur,Region,DO
Dominican Republic,DO-37,El Valle,Region,DO
Dominican Republic,DO-38,Enriquillo,Region,DO
Dominican Republic,DO-39,Higuamo,Region,DO
Dominican Republic,DO-40,Ozama,Region,DO
Dominican Republic,DO-41,Valdesia,Region,DO
Dominican Republic,DO-42,Yuma,Region,DO
