Seychelles,SC-01,Anse aux Pins,District,SC
Seychelles,SC-02,Anse Boileau,District,SC
Seychelles,SC-03,Anse Etoile,District,SC
Seychelles,SC-04,Au Cap,District,SC
Seychelles,SC-05,Anse Royale,District,SC
Seychelles,SC-06,Baie Lazare,District,SC
Seychelles,SC-07,Baie Sainte Anne,District,SC
Seychelles,SC-08,Beau Vallon,District,SC
Seychelles,SC-09,Bel Air,District,SC
Seychelles,SC-10,Bel Ombre,District,SC
Seychelles,SC-11,Cascade,District,SC
Seychelles,SC-12,Glacis,District,SC
Seychelles,SC-13,Grand Anse Mahe,District,SC
Seychelles,SC-14,Grand Anse Praslin,District,SC
Seychelles,SC-15,La Digue,District,SC
Seychelles,SC-16,English River,District,SC
Seychelles,SC-17,Mont Buxton,District,SC
Seychelles,SC-18,Mont Fleuri,District,SC
Seychelles,SC-19,Plaisance,District,SC
Seychelles,SC-20,Pointe Larue,District,SC
Seychelles,SC-21,Port Glaud,District,SC
Seychelles,SC-22,Saint Louis,District,SC
Seychelles,SC-23,Takamaka,District,SC
Seychelles,SC-24,Les Mamelles,District,SC
Seychelles,SC-25,Roche Caiman,District,SC
Seychelles,SC-26,Ile Perseverance I,District,SC
Seychelles,SC-27,Ile Perseverance II,District,SC
