Malaysia,MY-01,Johor,State,MY
Malaysia,MY-02,Kedah,State,MY
Malaysia,MY-03,Kelantan,State,MY
Malaysia,MY-04,Melaka,State,MY
Malaysia,MY-05,Negeri Sembilan,State,MY
Malaysia,MY-06,Pahang,State,MY
Malaysia,MY-07,Penang,State,MY
Malaysia,MY-08,Perak,State,MY
Malaysia,MY-09,Perlis,State,MY
Malaysia,MY-10,Selangor,State,MY
Malaysia,MY-11,Terengganu,State,MY
Malaysia,MY-12,Sabah,State,MY
Malaysia,MY-13,Sarawak,State,MY
Malaysia,MY-14,Kuala Lumpur,Federal territory,MY
Malaysia,MY-15,Labuan,Federal territory,MY
Malaysia,MY-16,Putrajaya,Federal territory,MY
